,Gender,Education_Level,Location,Proximity_to_Beaches,Favorite_Season,Environmental_Concerns,Class
3337,3,4,1,223,2,1,0
3338,2,4,3,167,1,1,1
3339,3,2,2,88,3,1,0
3340,1,2,3,277,4,0,0
3341,2,2,2,58,4,1,0
3342,2,3,1,236,2,0,1
3343,3,4,2,150,4,1,1
3344,1,4,3,92,4,1,0
3345,2,1,2,33,4,0,0
3346,1,3,1,30,4,0,1
3347,2,1,1,101,2,1,1
3348,1,1,1,202,1,0,1
3349,2,4,1,255,1,1,1
3350,2,2,2,269,2,0,1
3351,1,1,1,283,1,0,1
3352,1,2,3,152,2,1,1
3353,3,1,1,268,1,1,1
3354,3,3,3,168,1,1,0
3355,1,2,1,55,4,0,0
3356,2,1,3,229,4,1,1
3357,1,3,1,16,2,1,0
3358,3,1,3,280,4,1,1
3359,3,3,1,132,3,0,1
3360,1,2,1,25,2,0,0
3361,1,3,2,242,4,0,0
3362,2,2,3,129,3,0,1
3363,1,3,3,235,4,1,0
3364,1,1,1,91,1,0,0
3365,2,2,3,47,4,0,0
3366,3,4,1,208,2,1,1
3367,1,2,2,208,4,0,0
3368,2,3,2,229,3,1,0
3369,3,1,1,99,4,0,1
3370,3,4,1,130,3,1,0
3371,3,4,2,227,1,1,0
3372,3,1,1,261,1,1,0
3373,2,4,3,223,4,0,0
3374,1,4,2,48,2,1,0
3375,2,2,1,213,2,1,1
3376,3,2,2,92,1,0,0
3377,1,4,2,299,2,1,0
3378,2,3,1,218,3,1,0
3379,2,1,1,226,2,0,1
3380,2,4,3,231,1,0,1
3381,3,3,2,71,1,1,1
3382,1,3,3,35,3,1,0
3383,2,4,1,191,2,0,0
3384,2,4,2,197,2,0,1
3385,1,3,1,258,4,1,1
3386,1,2,3,181,3,1,0
3387,2,2,2,142,2,1,0
3388,2,3,2,212,1,0,1
3389,3,1,2,229,4,0,0
3390,3,1,2,176,4,0,1
3391,1,4,2,25,2,0,0
3392,2,1,3,169,1,1,0
3393,2,3,2,82,2,0,1
3394,2,1,2,167,1,0,1
3395,1,3,3,26,4,1,1
3396,2,2,3,263,4,1,1
3397,1,3,2,233,1,1,0
3398,1,2,1,115,1,1,0
3399,3,3,2,188,2,1,1
3400,3,2,2,259,3,1,1
3401,1,2,1,259,4,1,1
3402,1,2,2,261,2,1,1
3403,2,2,2,225,4,0,0
3404,1,4,2,19,4,0,0
3405,2,2,1,160,4,1,0
3406,2,1,2,44,4,1,1
3407,1,2,3,76,1,1,1
3408,3,1,2,115,3,1,0
3409,2,3,1,7,3,0,0
3410,2,1,2,110,1,1,1
3411,3,3,3,146,4,1,0
3412,1,2,3,245,3,0,1
3413,2,2,3,18,1,1,0
3414,1,2,3,196,2,1,0
3415,3,3,2,211,2,1,1
3416,1,3,2,260,4,1,1
3417,3,3,2,170,1,0,1
3418,3,3,1,8,2,1,0
3419,1,3,3,268,1,1,0
3420,1,2,2,232,1,0,1
3421,3,4,3,288,1,0,1
3422,1,4,1,295,4,0,1
3423,3,3,3,294,4,0,1
3424,2,1,2,247,1,1,1
3425,3,1,3,134,2,1,0
3426,3,4,2,273,3,0,0
3427,1,3,3,256,2,1,1
3428,2,2,1,287,4,0,0
3429,1,2,1,178,1,0,0
3430,2,4,1,39,1,1,0
3431,2,3,2,86,1,1,0
3432,2,1,3,213,2,0,1
3433,1,4,1,251,1,0,1
3434,3,3,2,286,2,0,0
3435,3,4,3,116,4,0,0
3436,2,4,3,241,4,1,1
3437,1,1,3,94,4,0,0
3438,1,4,2,259,2,1,1
3439,3,3,3,16,2,1,1
3440,1,2,2,95,2,0,0
3441,2,1,3,255,1,1,0
3442,1,4,1,133,4,0,0
3443,3,1,2,128,3,1,0
3444,1,2,2,124,1,0,0
3445,2,2,2,169,2,0,1
3446,1,4,1,205,2,0,1
3447,3,4,3,246,3,1,1
3448,2,1,3,161,3,1,0
3449,1,1,2,293,3,1,0
3450,1,1,3,19,3,1,0
3451,3,3,2,83,2,0,0
3452,3,4,3,206,1,0,1
3453,3,2,2,270,4,0,1
3454,2,2,3,87,2,1,1
3455,3,3,2,256,1,0,1
3456,2,4,3,92,1,0,1
3457,3,1,2,137,4,0,1
3458,3,2,3,258,1,1,1
3459,1,2,3,87,1,1,0
3460,1,2,1,261,3,0,0
3461,3,3,3,164,3,0,1
3462,3,3,2,161,1,0,0
3463,3,1,3,136,1,1,0
3464,3,4,1,65,3,1,1
3465,2,4,3,286,2,1,1
3466,1,1,2,288,1,1,1
3467,1,1,1,217,4,1,1
3468,3,2,3,220,1,1,1
3469,3,2,2,184,2,1,1
3470,2,4,2,14,3,1,0
3471,1,1,2,254,2,0,1
3472,1,3,2,77,3,0,1
3473,2,4,2,78,2,0,1
3474,1,2,3,98,4,1,1
3475,2,3,3,207,4,1,1
3476,3,4,2,184,3,1,0
3477,2,2,3,91,2,0,1
3478,2,2,3,238,3,0,1
3479,2,3,3,94,1,0,1
3480,3,3,3,279,4,0,1
3481,2,1,3,236,3,0,0
3482,1,3,2,151,4,0,1
3483,3,1,1,106,3,0,0
3484,1,1,2,279,4,1,1
3485,2,2,3,16,1,1,0
3486,1,4,3,276,3,0,1
3487,1,2,2,246,4,0,1
3488,2,1,3,157,2,1,0
3489,3,2,2,246,3,0,1
3490,2,3,1,252,3,1,0
3491,3,3,1,111,1,1,0
3492,3,3,3,165,3,0,0
3493,2,2,1,196,1,1,0
3494,2,2,2,259,3,0,0
3495,1,2,2,27,4,1,0
3496,1,3,3,1,4,0,0
3497,2,2,1,228,4,0,1
3498,2,2,2,134,1,0,0
3499,3,4,2,238,4,1,1
3500,2,2,1,287,3,1,1
3501,2,2,1,236,1,0,0
3502,1,1,3,10,1,1,0
3503,2,2,3,20,2,0,0
3504,3,2,2,206,4,1,0
3505,3,3,3,183,3,1,0
3506,2,3,2,244,4,1,0
3507,1,4,1,216,3,0,1
3508,1,4,2,44,1,0,0
3509,2,1,1,47,3,1,0
3510,3,2,1,232,1,1,0
3511,2,2,3,197,1,1,1
3512,2,3,1,109,4,1,0
3513,1,3,2,20,1,0,0
3514,3,4,3,275,2,1,1
3515,2,1,3,54,4,1,0
3516,2,1,1,170,3,1,1
3517,3,1,1,7,1,0,0
3518,2,1,2,267,3,1,1
3519,3,4,3,198,1,0,1
3520,2,3,1,104,3,1,1
3521,1,4,1,270,2,1,1
3522,3,3,1,24,2,0,0
3523,3,1,3,21,2,1,0
3524,1,1,3,277,4,1,1
3525,1,4,2,207,4,0,1
3526,1,2,2,172,4,0,1
3527,3,3,3,193,1,1,1
3528,3,4,2,0,3,1,0
3529,3,2,3,269,4,0,1
3530,3,3,3,256,4,1,0
3531,1,2,3,136,1,0,0
3532,2,4,3,61,2,1,1
3533,1,1,2,267,4,0,1
3534,3,3,3,135,1,0,0
3535,2,1,3,175,1,1,1
3536,1,1,2,238,3,0,0
3537,1,4,3,23,1,0,0
3538,3,4,3,285,1,0,1
3539,1,2,3,192,3,0,1
3540,3,1,1,135,4,0,1
3541,2,2,1,19,2,1,0
3542,3,4,3,277,2,0,1
3543,2,1,2,227,4,1,1
3544,3,1,2,38,4,1,0
3545,3,2,1,186,2,1,0
3546,2,3,1,91,2,1,1
3547,3,4,2,165,1,0,1
3548,1,1,2,286,1,0,1
3549,3,3,2,266,1,1,1
3550,3,1,2,115,2,1,0
3551,3,2,2,118,4,0,1
3552,2,2,2,246,1,0,1
3553,3,3,2,75,3,0,0
3554,2,1,3,224,2,0,0
3555,2,4,1,68,2,1,1
3556,2,4,1,274,3,0,0
3557,3,1,1,233,1,0,1
3558,3,2,2,262,4,0,0
3559,3,2,1,91,2,0,0
3560,3,2,3,137,2,1,0
3561,3,1,3,231,2,1,1
3562,2,3,1,146,3,0,1
3563,1,4,1,183,3,0,0
3564,1,1,2,9,2,0,0
3565,2,4,3,147,1,0,1
3566,2,3,1,259,2,1,0
3567,1,4,1,130,2,1,0
3568,1,4,3,231,4,1,1
3569,2,2,3,276,4,1,0
3570,3,3,3,126,1,0,1
3571,3,2,2,41,2,1,0
3572,1,3,3,274,1,0,1
3573,2,1,1,119,1,1,0
3574,2,2,1,216,3,0,1
3575,1,2,3,195,3,1,1
3576,1,4,2,118,2,1,0
3577,1,1,3,232,4,0,0
3578,1,1,3,53,4,1,0
3579,3,3,2,227,3,0,1
3580,3,2,2,183,3,1,0
3581,1,3,1,126,3,1,1
3582,2,2,1,157,1,0,1
3583,2,2,2,178,4,0,0
3584,2,3,2,144,4,0,1
3585,3,3,3,45,1,1,1
3586,1,4,3,117,2,0,0
3587,2,3,2,238,2,1,1
3588,2,1,1,67,2,0,0
3589,2,2,1,205,4,0,1
3590,3,1,1,210,4,1,0
3591,1,1,3,278,2,1,1
3592,1,4,3,114,3,0,0
3593,3,1,3,194,2,1,0
3594,2,3,1,266,4,0,0
3595,3,3,3,4,1,1,0
3596,1,1,1,268,1,1,1
3597,2,2,1,213,4,1,0
3598,1,4,3,108,3,0,0
3599,3,4,3,275,1,1,1
3600,3,1,1,106,4,0,1
3601,3,4,1,147,2,1,0
3602,2,1,1,175,2,1,0
3603,3,3,3,113,2,0,1
3604,3,1,2,195,2,1,1
3605,2,2,1,90,3,1,0
3606,1,3,1,159,1,1,0
3607,2,2,2,143,4,0,0
3608,1,4,1,201,4,0,1
3609,3,1,1,206,2,1,0
3610,3,4,1,283,4,0,1
3611,3,4,1,60,3,0,0
3612,3,2,1,114,4,1,0
3613,2,1,3,165,2,0,1
3614,2,4,2,108,4,1,0
3615,2,2,3,169,3,0,1
3616,1,3,1,282,4,1,1
3617,2,1,3,238,1,0,1
3618,1,2,3,211,1,1,0
3619,2,3,1,114,4,0,0
3620,1,2,2,224,4,0,0
3621,3,2,1,205,2,1,1
3622,2,2,3,103,4,1,0
3623,1,4,1,11,3,0,0
3624,2,4,3,150,4,1,1
3625,2,1,3,275,4,1,1
3626,2,3,1,50,2,1,0
3627,1,4,1,276,1,0,0
3628,1,2,2,76,3,1,0
3629,3,2,3,256,4,0,0
3630,1,4,1,74,1,0,0
3631,3,4,1,264,3,0,0
3632,2,4,1,175,2,1,1
3633,2,2,2,125,4,0,1
3634,1,3,1,153,1,0,1
3635,2,4,2,187,2,0,0
3636,2,3,1,2,2,1,0
3637,3,4,3,256,1,1,1
3638,2,3,1,126,4,0,1
3639,3,3,2,90,3,0,1
3640,3,3,3,51,1,1,0
3641,2,4,1,110,3,1,0
3642,2,4,3,199,2,1,1
3643,3,2,3,121,4,0,0
3644,1,3,2,70,2,0,0
3645,1,2,1,231,2,0,1
3646,3,2,2,109,1,1,1
3647,2,3,1,231,3,1,1
3648,2,1,1,54,4,0,0
3649,1,3,2,261,1,0,0
3650,1,1,1,189,1,0,0
3651,1,4,3,270,2,0,0
3652,1,1,3,230,3,0,1
3653,1,2,3,17,2,0,0
3654,3,4,1,263,3,1,1
3655,3,4,3,92,2,1,0
3656,3,3,3,150,1,1,0
3657,1,4,3,214,4,1,1
3658,1,1,1,270,2,1,1
3659,3,4,2,234,2,0,1
3660,2,4,2,37,2,1,1
3661,2,2,2,275,3,1,1
3662,3,4,1,263,1,0,1
3663,2,4,3,239,4,0,0
3664,3,1,2,259,2,0,1
3665,1,4,3,221,4,0,0
3666,2,4,2,62,4,1,1
3667,1,2,2,141,4,1,0
3668,1,3,3,28,3,1,0
3669,2,1,1,214,1,1,1
3670,2,1,2,252,2,0,1
3671,1,1,1,12,4,1,0
3672,3,3,2,109,4,1,0
3673,2,3,2,237,1,1,1
3674,1,4,3,71,1,0,0
3675,2,4,3,184,4,1,1
3676,1,1,3,159,1,1,1
3677,1,4,2,21,4,0,0
3678,3,4,3,281,3,1,1
3679,1,2,3,251,3,0,1
3680,1,3,1,268,1,0,1
3681,1,3,3,250,1,1,1
3682,2,2,3,224,2,1,0
3683,3,1,3,295,4,0,1
3684,3,2,2,257,2,1,0
3685,3,2,2,73,1,1,0
3686,1,2,2,184,2,1,1
3687,1,3,2,219,3,1,1
3688,3,1,1,226,2,0,1
3689,3,1,3,8,4,0,0
3690,3,1,1,297,3,1,0
3691,1,2,2,186,3,0,1
3692,3,2,2,263,4,1,1
3693,3,2,1,214,4,1,0
3694,3,1,3,27,4,1,0
3695,3,3,3,72,2,1,0
3696,3,1,1,68,2,0,0
3697,1,4,1,174,4,0,1
3698,2,4,1,112,4,0,0
3699,1,2,2,174,1,1,0
3700,1,2,3,246,4,0,1
3701,1,1,3,193,2,0,1
3702,3,4,3,47,1,0,0
3703,2,3,2,274,1,0,1
3704,1,1,3,228,1,0,1
3705,1,4,3,128,2,0,0
3706,1,1,2,162,1,0,0
3707,1,4,2,286,2,0,1
3708,1,2,1,107,3,1,0
3709,3,2,1,25,1,1,0
3710,2,4,3,295,3,1,1
3711,2,3,3,261,1,1,1
3712,2,4,2,27,1,1,0
3713,1,3,1,114,1,1,0
3714,2,1,1,48,3,0,0
3715,1,2,2,145,4,1,1
3716,1,1,3,58,1,0,1
3717,2,2,2,202,4,0,1
3718,3,1,3,220,2,0,1
3719,2,4,1,3,1,1,0
3720,2,2,2,232,4,1,1
3721,3,1,3,228,3,0,1
3722,3,4,2,142,3,1,1
3723,3,4,1,131,4,1,0
3724,3,1,1,223,2,1,0
3725,2,1,1,147,4,1,0
3726,3,1,1,57,1,0,1
3727,1,4,3,148,1,1,0
3728,3,4,3,225,4,0,1
3729,2,2,3,39,4,0,1
3730,3,2,3,125,2,1,0
3731,2,4,2,57,4,1,0
3732,3,1,2,277,3,0,1
3733,2,3,1,268,1,0,1
3734,3,1,3,153,2,0,0
3735,2,1,2,203,3,0,0
3736,3,3,1,213,3,0,1
3737,3,4,3,266,2,1,1
3738,3,3,2,119,4,1,1
3739,3,1,3,182,3,1,1
3740,3,4,3,270,4,1,1
3741,3,3,3,92,2,1,1
3742,1,3,1,179,2,1,0
3743,3,2,1,255,2,1,1
3744,1,2,1,204,2,1,1
3745,3,4,3,52,3,1,1
3746,1,4,1,298,3,1,1
3747,1,3,1,237,2,0,1
3748,2,3,3,280,3,0,1
3749,3,3,1,174,2,1,0
3750,3,3,1,51,1,1,0
3751,1,1,3,106,3,0,0
3752,2,3,1,214,3,1,0
3753,3,1,2,229,3,1,0
3754,3,2,3,255,4,0,1
3755,2,4,3,199,4,0,1
3756,3,3,2,93,3,1,0
3757,3,3,1,225,4,0,0
3758,1,3,2,66,4,0,0
3759,3,1,1,265,4,1,1
3760,3,1,3,158,3,1,0
3761,3,1,1,271,4,1,1
3762,3,3,1,271,4,0,1
3763,1,4,2,221,3,1,1
3764,1,2,3,199,1,0,0
3765,3,3,2,191,1,1,0
3766,3,3,3,33,3,0,0
3767,1,2,2,238,3,0,1
3768,2,2,3,273,3,0,1
3769,2,4,3,51,2,0,0
3770,3,1,3,211,4,1,1
3771,1,3,2,149,3,0,0
3772,3,2,3,283,4,1,0
3773,1,3,3,205,3,1,0
3774,1,3,1,141,2,1,1
3775,1,2,2,263,1,1,0
3776,1,1,2,5,3,0,0
3777,1,1,1,125,1,0,0
3778,2,3,1,110,3,1,0
3779,2,4,2,146,1,0,0
3780,2,2,3,249,4,0,0
3781,3,2,2,183,4,0,1
3782,1,4,2,170,2,1,0
3783,3,2,1,275,2,1,1
3784,1,1,1,296,2,1,0
3785,2,3,1,270,4,1,1
3786,1,1,2,277,1,0,1
3787,3,4,1,252,1,0,1
3788,2,2,3,297,4,1,1
3789,3,3,3,229,2,0,1
3790,2,2,2,234,2,0,0
3791,2,2,3,253,3,1,0
3792,2,4,3,127,1,0,0
3793,3,3,2,231,3,1,1
3794,3,1,3,54,3,1,0
3795,3,1,2,175,4,0,0
3796,3,1,1,231,4,0,1
3797,1,4,1,274,2,1,1
3798,3,3,1,97,3,0,1
3799,1,1,2,15,2,1,0
3800,1,3,2,261,2,0,1
3801,3,4,2,118,4,1,0
3802,3,3,3,62,1,0,0
3803,1,1,3,186,1,0,0
3804,3,1,1,176,3,0,0
3805,2,3,3,63,4,1,0
3806,3,3,2,92,2,0,0
3807,1,2,3,140,2,1,1
3808,3,3,1,74,2,0,1
3809,3,1,2,219,2,1,1
3810,2,1,1,14,1,0,0
3811,3,3,1,35,1,0,0
3812,1,2,2,191,1,0,1
3813,3,1,2,131,1,1,0
3814,1,4,2,167,2,0,1
3815,1,1,1,104,2,1,0
3816,3,4,2,38,2,0,0
3817,2,1,2,201,1,1,1
3818,3,3,3,161,2,1,1
3819,2,3,3,59,3,0,0
3820,2,1,1,295,1,0,0
3821,2,1,1,255,4,0,1
3822,1,3,1,295,1,0,0
3823,3,4,2,199,1,0,0
3824,2,2,3,106,4,1,0
3825,1,2,3,84,3,1,0
3826,3,3,2,3,2,1,0
3827,2,2,2,124,1,0,0
3828,2,4,3,180,1,1,0
3829,1,1,1,20,2,1,0
3830,3,1,3,172,2,1,1
3831,2,1,1,237,1,0,1
3832,1,1,3,292,3,1,1
3833,3,3,2,168,2,1,1
3834,3,1,1,261,3,0,1
3835,2,4,3,49,4,1,0
3836,2,3,1,10,4,1,0
3837,1,1,2,268,1,0,1
3838,1,4,2,280,4,0,1
3839,3,4,2,15,4,1,0
3840,2,4,1,163,3,0,1
3841,2,1,2,277,3,0,0
3842,3,2,2,64,3,1,0
3843,2,1,1,230,4,0,1
3844,2,4,1,251,2,1,1
3845,3,2,1,263,3,0,1
3846,3,1,2,210,4,0,0
3847,3,3,3,288,4,0,0
3848,2,3,3,50,1,1,0
3849,1,2,1,50,4,1,1
3850,2,2,2,39,2,0,0
3851,3,3,3,198,4,1,1
3852,3,4,2,228,2,1,1
3853,3,3,1,174,2,1,1
3854,3,2,2,180,2,1,1
3855,2,1,2,217,2,0,1
3856,1,3,2,8,3,0,0
3857,2,3,2,192,2,1,0
3858,3,2,2,200,3,1,1
3859,1,2,3,161,3,1,0
3860,1,4,3,169,1,0,1
3861,3,3,3,204,4,1,0
3862,2,3,3,149,1,0,1
3863,1,4,3,292,4,1,1
3864,2,4,3,144,4,1,0
3865,2,2,2,35,2,0,0
3866,3,4,2,103,3,0,1
3867,2,4,1,80,2,0,0
3868,1,2,2,129,2,1,0
3869,1,2,2,201,1,0,1
3870,3,1,2,299,1,0,1
3871,2,2,3,162,3,0,0
3872,3,2,1,159,1,1,0
3873,2,4,2,117,1,1,0
3874,3,2,2,263,1,0,0
3875,1,2,1,288,3,0,0
3876,2,3,1,218,4,0,1
3877,2,2,1,287,3,1,1
3878,3,3,1,142,2,0,0
3879,1,1,2,75,4,0,0
3880,3,4,2,273,2,1,1
3881,2,3,3,287,1,0,0
3882,3,1,3,206,4,1,0
3883,1,1,3,177,1,1,0
3884,1,3,2,217,2,0,0
3885,3,4,2,190,3,0,0
3886,3,4,3,148,4,1,1
3887,2,1,3,299,1,0,1
3888,3,1,2,86,4,0,1
3889,1,2,3,90,2,1,0
3890,2,2,3,54,3,0,0
3891,3,1,1,28,2,1,0
3892,1,3,3,112,4,1,0
3893,1,3,3,15,4,0,1
3894,1,4,1,240,3,0,0
3895,3,4,3,91,4,0,0
3896,1,4,1,8,3,1,0
3897,2,1,1,65,3,1,0
3898,3,4,3,113,1,0,1
3899,2,3,3,135,1,0,0
3900,2,1,1,61,3,0,0
3901,2,1,1,111,4,1,0
3902,2,2,1,258,2,1,1
3903,1,4,2,84,3,0,1
3904,3,1,1,143,3,0,0
3905,1,1,3,168,1,0,0
3906,3,3,3,169,3,1,1
3907,2,3,3,120,3,0,1
3908,2,3,2,213,2,1,0
3909,3,3,1,245,3,1,1
3910,3,2,1,272,3,0,1
3911,1,2,1,44,4,0,0
3912,2,1,1,226,4,0,0
3913,2,1,3,1,1,0,0
3914,2,1,1,218,2,1,0
3915,2,3,1,121,3,0,1
3916,2,1,3,181,4,0,0
3917,3,2,1,26,4,0,0
3918,1,4,3,299,3,1,1
3919,1,3,2,104,1,1,0
3920,3,4,2,286,1,1,1
3921,1,2,2,158,1,0,0
3922,1,1,3,105,2,0,0
3923,1,1,1,203,2,1,0
3924,2,4,2,268,4,1,1
3925,1,3,2,83,1,1,1
3926,1,3,1,60,2,0,1
3927,3,4,1,161,2,0,1
3928,1,3,2,3,4,0,0
3929,2,4,1,289,3,0,1
3930,1,3,2,112,1,0,1
3931,1,4,1,248,1,0,1
3932,2,3,1,193,4,1,0
3933,3,3,1,77,4,0,0
3934,3,1,2,296,1,1,1
3935,2,2,3,296,1,0,0
3936,2,1,2,79,4,0,0
3937,1,1,3,79,4,0,0
3938,3,3,3,152,4,1,1
3939,1,3,3,294,2,0,0
3940,2,3,1,153,2,1,0
3941,1,4,2,78,1,0,0
3942,1,1,3,131,4,0,0
3943,2,2,3,127,4,0,0
3944,1,1,2,128,4,0,1
3945,1,1,3,47,4,1,0
3946,1,4,1,250,3,0,1
3947,1,2,3,111,3,0,1
3948,3,3,1,287,2,1,1
3949,3,1,2,175,3,0,0
3950,2,2,1,97,2,1,1
3951,3,3,3,251,4,1,1
3952,2,4,2,296,4,1,0
3953,3,3,1,281,3,0,0
3954,2,4,1,103,3,0,0
3955,1,3,2,278,3,1,1
3956,3,1,3,120,1,0,0
3957,2,4,3,80,3,0,1
3958,1,3,3,186,2,0,0
3959,2,4,1,143,1,0,0
3960,2,1,3,228,3,1,1
3961,2,2,1,219,3,1,0
3962,3,4,3,182,2,0,1
3963,3,4,1,35,2,1,0
3964,3,4,2,191,2,1,1
3965,3,3,2,117,2,1,1
3966,2,3,2,192,1,0,0
3967,2,3,2,287,1,1,0
3968,1,4,1,217,1,1,1
3969,1,4,3,179,3,0,1
3970,2,1,2,65,4,1,0
3971,2,2,3,278,1,0,1
3972,2,3,1,191,2,1,1
3973,2,4,2,220,4,1,1
3974,2,2,2,183,3,1,0
3975,3,3,1,208,2,0,1
3976,3,2,1,230,1,0,1
3977,1,2,3,170,4,1,1
3978,3,1,1,34,2,0,0
3979,1,4,2,278,3,0,0
3980,2,3,3,193,2,0,0
3981,3,3,3,24,1,0,0
3982,1,3,2,77,3,1,0
3983,1,1,3,292,4,0,1
3984,2,4,3,85,2,1,0
3985,1,1,2,28,3,1,0
3986,2,4,3,118,1,0,0
3987,2,4,1,223,4,1,1
3988,2,1,3,30,2,1,0
3989,1,1,3,131,4,1,1
3990,2,4,3,76,4,1,0
3991,2,3,1,254,4,0,0
3992,2,1,3,14,1,0,0
3993,1,1,1,186,2,1,0
3994,1,4,2,191,3,0,1
3995,2,1,1,194,2,1,1
3996,2,2,3,87,1,1,0
3997,1,4,2,286,3,0,0
3998,2,2,3,222,3,0,0
3999,3,4,2,237,2,1,1
4000,1,4,1,272,3,1,0
4001,2,3,3,258,4,1,1
4002,1,3,3,197,2,1,1
4003,1,2,2,34,4,0,0
4004,3,4,3,203,3,0,1
4005,2,2,3,263,3,1,1
4006,3,1,2,102,3,0,0
4007,2,3,3,91,3,1,0
4008,2,1,2,95,3,1,0
4009,1,2,2,10,1,1,0
4010,3,4,1,272,2,1,0
4011,1,2,3,188,4,0,1
4012,1,4,2,177,4,1,0
4013,2,3,1,49,1,0,0
4014,1,3,1,48,4,0,0
4015,2,3,1,204,1,1,1
4016,3,1,1,223,2,1,1
4017,1,2,3,233,2,1,1
4018,1,4,3,277,2,1,0
4019,3,3,2,290,3,1,1
4020,3,3,1,251,4,0,1
4021,2,1,2,272,3,1,0
4022,1,2,1,267,4,1,0
4023,3,1,1,131,2,0,0
4024,1,2,2,30,3,1,1
4025,3,1,3,38,3,1,0
4026,3,4,3,146,1,0,0
4027,2,3,2,81,2,0,0
4028,1,2,2,42,4,0,0
4029,1,2,2,153,2,0,0
4030,3,4,2,45,4,1,0
4031,2,2,1,140,2,1,0
4032,2,4,2,123,2,0,0
4033,3,3,3,179,2,1,0
4034,3,4,2,169,1,0,1
4035,3,2,1,1,1,0,0
4036,2,4,3,243,4,0,1
4037,1,1,3,24,4,1,0
4038,2,4,1,252,2,1,0
4039,2,4,2,174,2,1,1
4040,2,1,1,159,2,1,0
4041,1,1,3,284,1,1,1
4042,1,1,2,167,2,0,1
4043,1,3,2,271,2,0,1
4044,3,2,3,267,4,0,1
4045,3,1,3,20,4,0,0
4046,3,1,3,285,2,0,1
4047,1,3,3,246,2,0,1
4048,1,3,3,288,2,1,1
4049,1,1,1,24,2,1,0
4050,3,1,1,249,3,1,0
4051,1,1,1,234,4,0,0
4052,3,4,1,121,1,1,0
4053,3,4,1,40,3,0,0
4054,3,2,2,121,4,1,0
4055,3,2,3,179,2,1,0
4056,2,3,2,75,2,0,0
4057,2,4,1,32,1,0,0
4058,2,4,3,200,1,1,0
4059,3,1,3,186,3,1,0
4060,3,4,3,273,4,0,1
4061,2,3,3,6,3,0,0
4062,1,2,2,270,4,0,0
4063,1,2,2,190,2,0,1
4064,1,4,3,291,4,0,1
4065,1,4,2,56,4,0,0
4066,3,4,3,191,1,0,1
4067,2,2,1,279,3,1,1
4068,3,2,2,113,4,1,1
4069,3,4,2,205,1,0,1
4070,3,2,3,294,2,0,1
4071,2,4,3,154,2,1,0
4072,3,3,3,260,4,0,1
4073,2,1,1,267,3,0,0
4074,1,2,3,206,3,0,1
4075,1,1,2,235,3,0,0
4076,1,1,3,114,4,1,1
4077,1,3,1,274,1,0,1
4078,1,2,2,119,1,1,0
4079,1,3,2,115,1,1,0
4080,2,1,3,150,2,1,1
4081,3,4,2,129,4,1,0
4082,3,4,3,19,1,1,0
4083,1,4,2,65,4,0,1
4084,2,1,2,40,2,1,0
4085,1,2,2,248,4,1,0
4086,1,1,1,176,2,1,0
4087,1,3,2,201,2,1,0
4088,1,3,2,188,2,1,0
4089,3,3,2,144,3,1,1
4090,2,2,2,244,2,0,0
4091,1,1,1,65,3,0,1
4092,3,3,3,202,4,0,0
4093,3,1,1,133,4,0,1
4094,3,3,3,191,1,1,1
4095,1,3,1,71,3,1,1
4096,1,1,2,84,2,1,0
4097,1,1,2,209,3,0,1
4098,1,2,3,51,4,0,0
4099,3,3,3,240,1,0,1
4100,3,1,3,103,2,0,0
4101,2,2,3,44,3,0,0
4102,2,1,1,72,2,1,0
4103,3,4,2,181,4,1,1
4104,2,1,1,92,1,1,0
4105,1,4,3,211,4,1,1
4106,3,3,2,246,4,1,0
4107,1,1,2,61,2,0,1
4108,3,1,3,276,3,1,0
4109,2,1,3,46,1,1,0
4110,1,4,2,265,2,0,0
4111,1,3,3,275,4,1,1
4112,2,4,3,24,1,1,1
4113,3,1,1,110,2,1,1
4114,1,4,2,258,3,0,1
4115,3,3,3,125,2,0,1
4116,1,3,3,105,3,1,1
4117,3,1,2,178,2,0,0
4118,3,3,2,246,4,0,1
4119,1,3,3,261,4,0,1
4120,2,3,3,154,2,1,0
4121,3,2,1,285,3,1,0
4122,2,4,1,13,4,1,0
4123,1,4,3,232,1,1,1
4124,3,1,1,220,2,1,1
4125,2,3,2,159,3,1,1
4126,2,3,2,106,4,0,1
4127,2,4,3,101,2,1,1
4128,3,4,1,249,4,1,0
4129,3,1,3,159,4,1,1
4130,3,2,3,71,4,0,0
4131,2,1,1,228,3,0,1
4132,2,2,1,203,1,1,1
4133,2,3,1,191,4,1,1
4134,3,3,2,106,3,1,0
4135,2,3,3,230,4,0,0
4136,2,1,2,163,4,0,0
4137,2,3,2,193,3,0,1
4138,2,3,1,188,4,1,1
4139,1,2,3,193,4,0,1
4140,1,2,3,58,3,0,0
4141,2,4,2,148,3,0,1
4142,2,3,1,16,2,1,0
4143,2,4,2,155,2,1,0
4144,3,2,2,75,4,0,0
4145,3,3,3,75,1,1,0
4146,3,1,1,273,2,0,1
4147,1,4,1,233,1,1,1
4148,3,4,2,1,2,0,0
4149,3,3,2,190,3,1,1
4150,2,3,1,242,4,1,1
4151,3,3,3,21,4,0,0
4152,1,3,2,76,4,1,0
4153,3,1,2,77,1,0,1
4154,3,3,1,213,3,0,1
4155,2,1,2,162,3,1,0
4156,3,4,1,113,4,0,0
